cell_id,zone_name,area_km2,population,population_density_per_km2,park_count,park_area_km2,green_area_pct,school_count,hospital_count,primary_roads_km,parks_per_10k_residents,schools_per_10k_residents,hospitals_per_100k_residents,coverage_score,coverage_label
729,South West,0.7447,9942,13349.8,12,0.0431,5.79,4,0,3.16,12.07,4.023,0.0,71.13,Excellent
730,South West,0.8161,18545,22722.9,19,0.0506,6.2,5,1,5.43,10.245,2.696,5.392,81.23,Excellent
731,South,0.5505,5985,10871.8,7,0.0203,3.69,1,0,2.31,11.696,1.671,0.0,60.22,Good
732,East,5.3902,62572,11608.6,52,0.2028,3.76,16,0,34.88,8.31,2.557,0.0,58.47,Good
733,North East,0.4985,8041,16129.0,6,0.034,6.82,1,1,2.09,7.462,1.244,12.436,64.59,Good
734,South,0.6179,11877,19220.4,7,0.0346,5.6,2,1,2.56,5.894,1.684,8.42,58.99,Good
735,North East,0.1476,2840,19241.7,4,0.0251,17.0,1,0,0.73,14.085,3.521,0.0,86.25,Excellent
736,West,1.228,11276,9182.4,5,0.0209,1.7,5,0,8.68,4.434,4.434,0.0,40.99,Needs Improvement
737,East,0.454,3939,8676.8,3,0.0137,3.01,2,0,2.14,7.616,5.077,0.0,55.01,Good
738,East,0.6097,5812,9533.2,5,0.0174,2.85,2,0,2.74,8.603,3.441,0.0,59.33,Good
739,East,0.4606,8781,19063.8,5,0.0196,4.25,4,0,3.14,5.694,4.555,0.0,53.09,Good
740,North East,0.5818,11086,19053.8,8,0.0283,4.86,2,1,4.15,7.216,1.804,9.02,63.96,Good
741,West,0.5332,8113,15216.6,5,0.0131,2.46,2,2,1.11,6.163,2.465,24.652,60.06,Good
742,North West,0.6162,9288,15073.3,10,0.0482,7.83,2,0,1.96,10.767,2.153,0.0,70.55,Excellent
743,South West,0.6126,4236,6914.9,3,0.0172,2.81,1,1,4.67,7.082,2.361,23.607,58.25,Good
744,North West,0.5764,8766,15207.3,7,0.0319,5.53,2,1,1.3,7.985,2.282,11.408,70.26,Excellent
745,South,0.5717,4078,7132.8,3,0.0066,1.16,0,0,3.72,7.357,0.0,0.0,35.64,Needs Improvement
746,North,1.3864,25822,18624.7,14,0.0845,6.1,6,2,6.88,5.422,2.324,7.745,60.93,Good
747,Central,1.073,12662,11800.4,7,0.0428,3.99,3,0,3.28,5.528,2.369,0.0,46.82,Needs Improvement
748,West,1.0769,15883,14748.7,18,0.0446,4.14,2,1,5.74,11.333,1.259,6.296,71.31,Excellent
749,Central,0.4074,5007,12288.7,8,0.0346,8.49,1,0,1.34,15.978,1.997,0.0,68.79,Good
750,North,1.3441,17424,12963.4,14,0.0364,2.71,8,2,5.23,8.035,4.591,11.478,69.16,Good
751,New Delhi,1.2468,10690,8573.7,8,0.0342,2.75,2,0,8.41,7.484,1.871,0.0,48.44,Needs Improvement
752,North,0.4537,5676,12511.7,6,0.0247,5.46,3,0,1.07,10.571,5.285,0.0,70.16,Excellent
753,South,1.5777,20593,13053.0,16,0.0977,6.19,3,1,7.89,7.77,1.457,4.856,64.81,Good
754,North East,0.4197,6101,14537.9,6,0.0268,6.39,1,1,2.14,9.834,1.639,16.391,75.22,Excellent
755,East,0.2094,3485,16644.2,2,0.007,3.36,3,0,1.11,5.739,8.608,0.0,52.16,Good
756,South,1.2245,19864,16222.0,22,0.0904,7.39,6,0,2.8,11.075,3.021,0.0,74.23,Excellent
757,Central,0.5886,8775,14909.4,7,0.0304,5.16,5,0,3.04,7.977,5.698,0.0,63.3,Good
758,East,1.1363,11717,10311.5,5,0.0256,2.25,1,0,7.46,4.267,0.853,0.0,31.02,Needs Improvement
759,West,0.4022,3201,7959.4,1,0.0053,1.31,1,0,1.64,3.124,3.124,0.0,34.44,Needs Improvement
760,Central,0.2966,2658,8962.2,4,0.0137,4.61,1,0,1.87,15.049,3.762,0.0,66.74,Good
761,South,1.3241,12781,9652.4,17,0.1072,8.1,5,0,8.79,13.301,3.912,0.0,71.56,Excellent
762,West,0.2718,5104,18779.4,3,0.0067,2.47,0,0,2.06,5.878,0.0,0.0,36.59,Needs Improvement
763,South,0.2478,5101,20582.3,5,0.012,4.85,2,0,0.84,9.802,3.921,0.0,70.27,Excellent
764,South,0.1991,1938,9731.6,4,0.0226,11.34,1,0,0.87,20.64,5.16,0.0,75.67,Excellent
765,Central,0.1182,1000,8457.5,2,0.012,10.12,1,0,0.34,20.0,10.0,0.0,73.28,Excellent
766,North,0.339,2371,6994.7,3,0.0177,5.22,1,0,1.13,12.653,4.218,0.0,66.19,Good
767,South West,0.172,1794,10427.7,3,0.0191,11.11,1,1,0.49,16.722,5.574,55.741,85.84,Excellent
768,South,0.6189,9784,15807.5,9,0.0481,7.77,1,0,3.51,9.199,1.022,0.0,61.61,Good
769,North,0.1653,1431,8659.0,3,0.0094,5.71,1,0,0.99,20.964,6.988,0.0,67.9,Good
770,South West,0.3279,7055,21513.4,6,0.0299,9.13,1,0,2.25,8.505,1.417,0.0,62.52,Good
771,North East,2.5622,39716,15500.8,28,0.1398,5.46,10,1,19.27,7.05,2.518,2.518,66.0,Good
772,North East,0.7778,15948,20504.3,12,0.0621,7.98,3,0,5.85,7.524,1.881,0.0,59.48,Good
773,West,0.6527,6353,9733.9,4,0.022,3.37,1,0,4.55,6.296,1.574,0.0,43.76,Needs Improvement
774,East,0.2391,4255,17795.0,3,0.0146,6.11,1,0,1.85,7.051,2.35,0.0,57.58,Good
775,Central,0.5457,4686,8587.5,3,0.0114,2.09,1,0,2.5,6.402,2.134,0.0,44.61,Needs Improvement
776,North West,0.6508,11489,17652.9,8,0.0432,6.64,2,0,5.17,6.963,1.741,0.0,54.86,Good
777,North West,0.2414,5749,23819.6,7,0.0249,10.32,2,0,1.66,12.176,3.479,0.0,77.9,Excellent
778,North West,0.682,16152,23681.9,22,0.1177,17.26,4,0,2.71,13.621,2.476,0.0,83.96,Excellent
779,South West,1.2922,13986,10823.2,22,0.0858,6.64,10,0,8.6,15.73,7.15,0.0,70.51,Excellent
780,North West,0.5131,4825,9404.0,6,0.0344,6.71,2,0,3.43,12.435,4.145,0.0,69.66,Good
781,South,0.5617,7037,12527.1,4,0.0167,2.97,1,0,2.89,5.684,1.421,0.0,41.9,Needs Improvement
782,North East,0.1857,4660,25094.5,3,0.0182,9.81,1,0,0.8,6.438,2.146,0.0,58.68,Good
783,East,0.2731,2119,7759.0,4,0.0177,6.47,1,1,0.67,18.877,4.719,47.192,78.26,Excellent
784,West,1.1927,8716,7307.6,7,0.0282,2.37,1,0,9.16,8.031,1.147,0.0,45.69,Needs Improvement
785,West,0.4252,2511,5906.1,2,0.0085,2.01,0,0,1.48,7.965,0.0,0.0,38.31,Needs Improvement
786,South,0.362,5031,13899.0,7,0.0286,7.89,1,0,1.04,13.914,1.988,0.0,69.06,Good
787,South West,0.4173,2830,6781.5,1,0.0031,0.75,1,0,1.03,3.534,3.534,0.0,34.59,Needs Improvement
788,North West,0.6109,13167,21554.1,13,0.0707,11.57,6,0,1.82,9.873,4.557,0.0,78.95,Excellent
789,Central,0.3156,8142,25802.2,10,0.0478,15.16,2,0,2.41,12.282,2.456,0.0,80.69,Excellent
790,East,0.6822,8645,12672.6,11,0.0368,5.39,1,0,4.43,12.724,1.157,0.0,60.97,Good
791,North East,0.2796,9748,34863.5,9,0.0224,8.03,1,0,2.14,9.233,1.026,0.0,55.52,Good
792,West,1.006,14785,14696.2,4,0.022,2.19,2,0,2.72,2.705,1.353,0.0,30.11,Needs Improvement
793,West,0.3353,3668,10938.1,3,0.0177,5.29,2,0,1.38,8.179,5.453,0.0,61.62,Good
794,West,1.3962,15172,10866.3,5,0.0232,1.66,8,0,4.86,3.296,5.273,0.0,37.5,Needs Improvement
795,North East,0.6285,14924,23744.8,15,0.0822,13.09,5,0,4.48,10.051,3.35,0.0,81.36,Excellent
796,South,0.3807,6997,18379.6,6,0.0277,7.27,2,0,2.6,8.575,2.858,0.0,67.67,Good
797,North West,1.0925,6492,5942.1,7,0.0441,4.04,1,1,3.02,10.783,1.54,15.404,66.71,Good
798,North,0.2772,1749,6309.9,2,0.0072,2.6,1,0,0.66,11.435,5.718,0.0,62.46,Good
799,North East,0.4554,3386,7435.5,8,0.0179,3.93,1,0,3.4,23.627,2.953,0.0,64.63,Good
800,Central,0.6323,6677,10560.2,3,0.0076,1.21,0,0,4.57,4.493,0.0,0.0,26.52,Needs Improvement
801,South West,0.588,4681,7961.3,4,0.0242,4.12,3,0,1.29,8.545,6.409,0.0,59.64,Good
802,North East,0.1895,1868,9859.1,2,0.0114,6.01,1,0,0.82,10.707,5.353,0.0,69.08,Good
803,East,0.3639,3505,9630.7,3,0.016,4.41,2,0,2.62,8.559,5.706,0.0,61.17,Good
804,North East,0.6995,5981,8550.8,5,0.0111,1.59,1,0,2.06,8.36,1.672,0.0,49.48,Needs Improvement
805,East,0.2864,8950,31248.2,8,0.0252,8.81,1,0,2.24,8.939,1.117,0.0,58.19,Good
806,South West,1.3519,31925,23615.6,30,0.1875,13.87,10,0,4.63,9.397,3.132,0.0,79.93,Excellent
807,North West,0.8511,23218,27281.1,29,0.0994,11.68,3,0,6.12,12.49,1.292,0.0,69.54,Good
808,North West,0.4644,12166,26194.9,8,0.0374,8.06,2,1,1.92,6.576,1.644,8.22,63.8,Good
809,North West,0.554,7209,13012.1,6,0.0312,5.63,1,0,4.2,8.323,1.387,0.0,55.94,Good
810,South,1.932,27033,13992.1,24,0.1475,7.64,11,1,9.81,8.878,4.069,3.699,79.39,Excellent
811,South,1.1087,10241,9236.7,13,0.0476,4.3,1,0,2.68,12.694,0.976,0.0,56.41,Good
812,South,0.7943,11283,14204.2,10,0.0598,7.53,1,0,1.63,8.863,0.886,0.0,58.77,Good
813,West,0.2704,2426,8970.4,2,0.0095,3.51,1,0,0.74,8.244,4.122,0.0,58.35,Good
814,North West,1.681,11854,7051.7,9,0.0316,1.88,3,0,7.53,7.592,2.531,0.0,50.07,Good
815,North,1.1889,11710,9849.1,14,0.0435,3.66,4,0,8.29,11.956,3.416,0.0,66.14,Good
816,North,0.5784,10975,18973.4,8,0.0467,8.07,2,0,2.2,7.289,1.822,0.0,58.36,Good
817,Central,0.4547,6327,13915.7,4,0.017,3.74,1,1,3.47,6.322,1.581,15.805,57.14,Good
818,East,0.5649,9624,17036.8,8,0.0528,9.35,6,0,1.16,8.313,6.234,0.0,69.93,Good
819,North,0.3074,4143,13476.6,4,0.0154,5.01,1,0,1.48,9.655,2.414,0.0,65.93,Good
820,South West,0.4767,4418,9267.7,3,0.0138,2.89,1,1,2.15,6.79,2.263,22.635,58.27,Good
821,New Delhi,0.9995,16470,16477.9,12,0.0491,4.92,4,0,4.79,7.286,2.429,0.0,57.43,Good
822,North,0.2138,2971,13899.4,2,0.009,4.23,1,0,0.89,6.732,3.366,0.0,56.48,Good
823,New Delhi,0.5237,11867,22659.5,3,0.0088,1.68,1,2,1.27,2.528,0.843,16.853,36.42,Needs Improvement
824,South,0.677,15581,23015.6,18,0.0659,9.73,2,1,4.71,11.553,1.284,6.418,78.59,Excellent
825,North West,0.6728,8000,11889.7,4,0.0168,2.49,1,0,4.31,5.0,1.25,0.0,37.29,Needs Improvement
826,North West,0.3117,4379,14049.1,4,0.017,5.47,2,1,0.87,9.135,4.567,22.836,77.74,Excellent
827,Central,0.3111,2910,9354.1,2,0.0045,1.45,1,0,0.84,6.873,3.436,0.0,50.54,Good
828,North,1.2155,11535,9490.2,9,0.0546,4.5,4,0,5.24,7.802,3.468,0.0,58.16,Good
829,North West,0.3033,3223,10627.1,2,0.006,1.98,1,0,1.39,6.205,3.103,0.0,49.38,Needs Improvement
830,East,1.1581,18876,16298.5,12,0.0355,3.06,3,1,5.58,6.357,1.589,5.298,57.2,Good
831,West,0.4734,5146,10870.1,3,0.01,2.12,1,0,2.05,5.83,1.943,0.0,42.93,Needs Improvement
832,North,1.2086,30021,24838.5,19,0.047,3.89,6,0,2.67,6.329,1.999,0.0,50.17,Good
833,New Delhi,0.4911,7945,16176.6,8,0.0331,6.74,1,2,1.05,10.069,1.259,25.173,74.72,Excellent
834,North East,0.314,3775,12021.0,3,0.0138,4.4,1,0,1.69,7.947,2.649,0.0,58.55,Good
835,Central,1.0571,21244,20095.9,10,0.0384,3.63,3,2,3.34,4.707,1.412,9.414,50.43,Good
836,North East,0.6257,6243,9976.9,6,0.0342,5.47,3,0,1.98,9.611,4.805,0.0,66.93,Good
837,North West,1.508,15600,10345.0,13,0.0608,4.03,3,0,11.61,8.333,1.923,0.0,54.88,Good
838,South,1.08,24781,22945.7,20,0.0515,4.77,1,1,7.96,8.071,0.404,4.035,60.27,Good
839,Central,0.551,4373,7936.6,8,0.0351,6.38,1,0,3.36,18.294,2.287,0.0,64.69,Good
840,Central,0.4828,6087,12608.0,8,0.0222,4.59,1,0,1.06,13.143,1.643,0.0,62.36,Good
841,North,0.6412,7374,11499.6,9,0.0201,3.14,3,0,2.63,12.205,4.068,0.0,66.59,Good
842,North East,0.7088,7074,9980.9,8,0.0479,6.76,3,0,3.23,11.309,4.241,0.0,70.11,Excellent
843,South,0.3725,7397,19855.8,3,0.0135,3.63,2,0,1.7,4.056,2.704,0.0,44.27,Needs Improvement
844,North,1.0479,19807,18901.6,16,0.0879,8.39,4,1,4.71,8.078,2.019,5.049,72.9,Excellent
845,New Delhi,0.4982,8743,17549.9,5,0.0116,2.33,7,0,1.22,5.719,8.006,0.0,50.79,Good
846,East,0.4906,6627,13508.8,4,0.0262,5.35,1,0,2.88,6.036,1.509,0.0,47.38,Needs Improvement
847,North East,0.4571,7909,17301.4,7,0.0184,4.02,1,0,2.62,8.851,1.264,0.0,56.75,Good
848,East,0.7263,4364,6008.4,3,0.0195,2.69,2,0,5.29,6.874,4.583,0.0,49.87,Needs Improvement
849,South,0.4174,4752,11383.6,5,0.0315,7.54,2,0,2.45,10.522,4.209,0.0,72.01,Excellent
850,East,0.6856,9316,13587.2,5,0.029,4.24,5,1,2.8,5.367,5.367,10.734,60.82,Good
851,West,3.3254,35163,10574.1,23,0.1468,4.41,4,1,10.81,6.541,1.138,2.844,53.9,Good
852,South West,0.6123,8828,14417.9,12,0.0702,11.47,1,0,4.07,13.593,1.133,0.0,69.61,Good
853,North East,0.4873,16919,34716.5,19,0.0488,10.01,4,1,1.04,11.23,2.364,5.911,77.85,Excellent
854,North East,0.2325,3255,14001.7,4,0.0162,6.98,0,0,0.82,12.289,0.0,0.0,58.06,Good
855,North East,0.6517,10283,15779.8,10,0.0356,5.46,1,1,3.73,9.725,0.972,9.725,70.58,Excellent
856,North East,0.325,4718,14516.7,2,0.0117,3.6,4,0,0.79,4.239,8.478,0.0,46.14,Needs Improvement
857,South,0.5047,4184,8289.4,5,0.0171,3.39,1,0,3.98,11.95,2.39,0.0,61.72,Good
858,North West,0.6925,5112,7381.7,4,0.0223,3.21,2,0,4.03,7.825,3.912,0.0,55.24,Good
859,West,0.2238,1567,7001.5,2,0.0077,3.45,1,0,1.75,12.763,6.382,0.0,63.98,Good
860,East,0.695,10410,14979.2,6,0.0378,5.44,3,0,1.86,5.764,2.882,0.0,54.25,Good
861,South West,0.7591,4494,5920.4,1,0.0059,0.78,1,1,1.84,2.225,2.225,22.252,34.95,Needs Improvement
862,East,0.2904,5026,17309.6,4,0.0208,7.15,1,0,1.99,7.959,1.99,0.0,60.72,Good
863,New Delhi,0.4997,6169,12345.6,4,0.0121,2.42,3,0,3.78,6.484,4.863,0.0,52.19,Good
864,New Delhi,0.2108,3381,16037.8,9,0.0257,12.18,1,0,1.21,26.619,2.958,0.0,80.02,Excellent
865,East,1.6273,12813,7873.7,9,0.0593,3.64,3,0,10.08,7.024,2.341,0.0,49.61,Needs Improvement
866,East,0.771,19206,24909.7,22,0.0497,6.45,5,1,3.31,11.455,2.603,5.207,81.07,Excellent
867,West,0.5677,7422,13073.4,4,0.0091,1.61,2,0,2.49,5.389,2.695,0.0,45.76,Needs Improvement
868,North West,0.5732,3598,6276.5,4,0.0192,3.34,1,0,2.41,11.117,2.779,0.0,62.26,Good
869,South,1.2467,27334,21925.3,30,0.1771,14.21,4,0,3.62,10.975,1.463,0.0,75.07,Excellent
870,South,0.5976,4806,8042.5,3,0.0172,2.88,2,0,2.75,6.242,4.161,0.0,48.93,Needs Improvement
871,East,0.7711,6331,8209.9,3,0.0133,1.73,1,0,3.88,4.739,1.58,0.0,34.48,Needs Improvement
872,North,1.5727,13039,8290.8,10,0.0295,1.88,7,0,12.08,7.669,5.369,0.0,53.55,Good
873,South,0.5137,6074,11823.5,2,0.0131,2.55,5,0,1.5,3.293,8.232,0.0,39.24,Needs Improvement
874,North East,0.3283,5557,16928.8,3,0.0067,2.03,1,0,1.08,5.399,1.8,0.0,43.13,Needs Improvement
875,East,0.3856,6452,16734.4,3,0.0108,2.8,4,0,2.45,4.65,6.2,0.0,47.1,Needs Improvement
876,West,1.4901,54686,36700.3,45,0.2928,19.65,17,0,4.32,8.229,3.109,0.0,74.68,Excellent
877,North East,0.668,6857,10265.5,9,0.0354,5.3,3,0,4.32,13.125,4.375,0.0,68.47,Good
878,Central,0.4678,5216,11150.7,4,0.0147,3.15,3,0,1.52,7.669,5.752,0.0,57.04,Good
879,South West,1.1341,8798,7757.9,9,0.0554,4.89,2,0,6.31,10.23,2.273,0.0,62.65,Good
880,South West,1.1507,9933,8631.9,5,0.0179,1.55,2,0,4.61,5.034,2.013,0.0,37.9,Needs Improvement
881,South West,0.4753,9961,20956.3,8,0.019,4.0,1,0,2.27,8.031,1.004,0.0,52.14,Good
882,South West,0.3529,3863,10946.1,3,0.0082,2.31,1,0,1.01,7.766,2.589,0.0,54.19,Good
883,South West,0.2464,3952,16037.2,1,0.0059,2.38,1,0,0.82,2.53,2.53,0.0,35.75,Needs Improvement
884,New Delhi,0.2155,2922,13558.0,2,0.0069,3.19,1,0,1.72,6.845,3.422,0.0,55.41,Good
885,South West,0.5394,4743,8793.7,4,0.0188,3.49,2,1,3.68,8.433,4.217,21.084,68.96,Good
886,West,0.37,3561,9624.7,5,0.0284,7.67,1,0,2.9,14.041,2.808,0.0,70.05,Excellent
887,South,1.9284,12193,6322.7,8,0.0527,2.73,1,1,10.13,6.561,0.82,8.201,47.98,Needs Improvement
888,North East,0.6549,8083,12342.1,8,0.0358,5.47,2,0,1.46,9.897,2.474,0.0,67.03,Good
889,East,0.1972,2724,13815.1,2,0.0056,2.82,1,0,1.53,7.342,3.671,0.0,57.1,Good
890,North,1.4812,17557,11853.1,10,0.0323,2.18,3,1,5.51,5.696,1.709,5.696,51.96,Good
891,West,0.6967,13877,19917.1,12,0.033,4.73,3,0,5.46,8.647,2.162,0.0,61.31,Good
892,North East,0.9652,7606,7880.0,6,0.0217,2.25,4,0,3.24,7.889,5.259,0.0,54.62,Good
893,South West,0.952,12983,13637.1,9,0.025,2.63,3,0,6.84,6.932,2.311,0.0,51.66,Good
894,Central,0.7555,6768,8958.9,3,0.0079,1.04,1,0,2.12,4.433,1.478,0.0,32.39,Needs Improvement
895,North,0.8656,13492,15587.4,10,0.0591,6.83,6,0,5.57,7.412,4.447,0.0,63.18,Good
896,South,0.7297,6823,9350.4,4,0.0212,2.91,2,0,5.21,5.863,2.931,0.0,47.98,Needs Improvement
897,North,0.3256,6031,18525.0,9,0.0276,8.48,5,0,1.38,14.923,8.29,0.0,75.6,Excellent
898,North West,0.7879,13610,17272.9,14,0.0819,10.39,6,2,5.6,10.287,4.409,14.695,87.99,Excellent
899,North,1.1688,17873,15291.9,13,0.0546,4.67,4,0,6.31,7.274,2.238,0.0,56.12,Good
900,North,0.5574,8274,14843.0,7,0.03,5.37,3,0,2.55,8.46,3.626,0.0,65.45,Good
901,North,0.8802,13209,15006.6,11,0.0681,7.73,1,0,2.06,8.328,0.757,0.0,56.76,Good
902,North West,0.8133,12440,15295.2,12,0.0642,7.89,3,0,2.24,9.646,2.412,0.0,70.51,Excellent
903,North East,1.8795,31124,16559.5,28,0.0792,4.22,3,0,11.35,8.996,0.964,0.0,56.07,Good
904,Central,0.5433,6311,11615.2,4,0.0202,3.71,4,0,2.0,6.338,6.338,0.0,52.74,Good
905,East,0.5307,4537,8549.2,2,0.0129,2.44,1,0,2.14,4.408,2.204,0.0,37.4,Needs Improvement
906,South,0.5895,7753,13152.5,4,0.0171,2.91,1,0,2.88,5.159,1.29,0.0,39.49,Needs Improvement
907,West,0.5946,9773,16435.3,4,0.0248,4.17,6,0,1.46,4.093,6.139,0.0,46.58,Needs Improvement
908,West,0.1617,2656,16424.4,3,0.0131,8.08,1,0,0.94,11.295,3.765,0.0,75.1,Excellent
909,Central,0.43,11499,26741.1,8,0.034,7.9,7,2,1.79,6.957,6.087,17.393,71.54,Excellent
910,North East,0.757,8298,10962.3,3,0.0138,1.82,2,0,2.39,3.615,2.41,0.0,36.1,Needs Improvement
911,North,0.6292,4790,7613.0,4,0.0108,1.71,1,1,2.1,8.351,2.088,20.877,61.06,Good
912,North West,0.3914,4213,10763.4,2,0.006,1.53,1,0,2.93,4.747,2.374,0.0,39.95,Needs Improvement
913,North,0.4243,4796,11302.5,4,0.0224,5.28,3,0,3.09,8.34,6.255,0.0,62.5,Good
914,South West,0.5108,4955,9700.1,9,0.0247,4.84,3,0,1.4,18.163,6.054,0.0,67.51,Good
915,North East,0.3909,3453,8833.6,3,0.0137,3.5,1,0,0.97,8.688,2.896,0.0,59.49,Good
916,West,0.4648,5891,12675.0,5,0.0165,3.56,2,0,1.66,8.488,3.395,0.0,61.85,Good
917,East,0.4575,5957,13021.2,4,0.0244,5.34,0,0,2.68,6.715,0.0,0.0,42.21,Needs Improvement
918,East,1.082,9561,8836.1,7,0.0211,1.95,4,0,5.3,7.321,4.184,0.0,52.61,Good
919,East,1.1635,9854,8469.0,13,0.0846,7.27,6,1,5.81,13.193,6.089,10.148,79.73,Excellent
920,West,1.1071,17184,15521.1,22,0.1169,10.56,3,0,2.67,12.803,1.746,0.0,71.93,Excellent
921,West,0.8168,13204,16165.4,9,0.0337,4.13,1,2,4.43,6.816,0.757,15.147,56.21,Good
922,West,0.4134,3988,9647.1,3,0.0154,3.72,5,0,2.81,7.523,12.538,0.0,56.17,Good
923,North,1.1247,14054,12495.7,16,0.0416,3.7,6,0,6.82,11.385,4.269,0.0,67.95,Good
924,West,0.5237,8550,16327.6,9,0.0233,4.45,5,1,3.96,10.526,5.848,11.696,80.56,Excellent
925,West,0.6411,9043,14105.1,3,0.0159,2.48,1,0,1.45,3.317,1.106,0.0,31.3,Needs Improvement
926,South,1.4114,35298,25009.8,28,0.1498,10.61,7,1,6.7,7.932,1.983,2.833,74.35,Excellent
927,North West,0.665,5203,7824.1,3,0.0164,2.47,5,1,4.12,5.766,9.61,19.22,56.36,Good
928,North,0.7334,5267,7181.2,3,0.0141,1.92,1,0,1.75,5.696,1.899,0.0,39.46,Needs Improvement
929,South,0.2709,4842,17874.4,3,0.0176,6.51,0,1,1.93,6.196,0.0,20.653,52.93,Good
930,South,0.8469,13041,15398.5,6,0.0236,2.79,3,0,5.68,4.601,2.3,0.0,43.4,Needs Improvement
931,North East,0.3512,3775,10748.6,4,0.0253,7.22,2,0,0.8,10.596,5.298,0.0,71.19,Excellent
932,South,1.1604,23997,20679.4,22,0.0714,6.15,5,1,2.82,9.168,2.084,4.167,74.78,Excellent
933,South,0.566,5853,10340.7,5,0.0188,3.32,0,0,3.43,8.543,0.0,0.0,45.21,Needs Improvement
934,Central,0.1653,2715,16426.0,3,0.0157,9.53,1,0,1.31,11.05,3.683,0.0,76.91,Excellent
935,South,0.5101,6355,12458.8,4,0.0193,3.79,3,0,4.05,6.294,4.721,0.0,53.21,Good
936,Central,0.5515,5414,9817.7,4,0.0189,3.42,2,0,2.27,7.388,3.694,0.0,55.37,Good
937,South West,0.8461,9560,11298.6,7,0.0209,2.47,1,0,4.63,7.322,1.046,0.0,45.13,Needs Improvement
938,East,0.9455,20222,21388.2,18,0.0891,9.42,5,1,5.69,8.901,2.473,4.945,79.74,Excellent
939,South West,0.5194,5957,11468.4,3,0.0139,2.67,3,0,3.2,5.036,5.036,0.0,46.13,Needs Improvement
940,North,1.1611,28414,24472.1,22,0.096,8.27,10,0,7.07,7.743,3.519,0.0,66.31,Good
941,South,0.0946,1346,14235.6,2,0.0046,4.84,0,0,0.35,14.859,0.0,0.0,55.54,Good
942,West,0.412,4983,12095.1,2,0.0074,1.8,1,0,1.22,4.014,2.007,0.0,36.41,Needs Improvement
943,South West,0.3244,2905,8955.1,5,0.0222,6.83,1,0,1.38,17.212,3.442,0.0,69.51,Good
944,East,0.2979,5227,17544.2,6,0.033,11.06,3,0,1.46,11.479,5.739,0.0,78.82,Excellent
945,South,1.1246,16348,14536.4,12,0.0709,6.3,2,0,8.8,7.34,1.223,0.0,53.05,Good
946,North West,1.0399,13491,12973.3,15,0.0581,5.59,4,0,3.71,11.119,2.965,0.0,70.46,Excellent
947,North,0.397,5531,13932.2,3,0.0113,2.84,1,0,2.77,5.424,1.808,0.0,43.57,Needs Improvement
948,North East,1.282,16348,12751.5,9,0.0575,4.49,6,0,9.4,5.505,3.67,0.0,51.13,Good
949,North West,0.672,5573,8293.1,4,0.0154,2.3,2,0,2.24,7.177,3.589,0.0,52.11,Good
950,East,0.491,8539,17392.3,10,0.0553,11.26,2,1,3.62,11.711,2.342,11.711,85.78,Excellent
951,South West,0.4172,11739,28135.8,6,0.0159,3.81,2,0,2.3,5.111,1.704,0.0,41.63,Needs Improvement
952,West,0.3964,10465,26400.3,9,0.0534,13.47,3,0,2.18,8.6,2.867,0.0,74.63,Excellent
953,South,0.8397,11725,13963.3,8,0.0288,3.43,4,0,3.17,6.823,3.412,0.0,55.89,Good
954,North,0.934,11297,12095.3,8,0.0476,5.1,3,0,4.48,7.082,2.656,0.0,56.04,Good
955,South,0.7296,10102,13846.1,9,0.04,5.49,3,0,3.04,8.909,2.97,0.0,66.57,Good
956,South,0.1848,1929,10438.6,1,0.0054,2.91,1,0,0.57,5.184,5.184,0.0,46.34,Needs Improvement
957,South West,0.7554,11314,14978.3,8,0.018,2.39,3,1,5.23,7.071,2.652,8.839,64.51,Good
958,North,0.8877,13803,15549.4,8,0.0407,4.59,5,1,2.48,5.796,3.622,7.245,63.92,Good
959,New Delhi,0.4232,3501,8272.6,5,0.0295,6.97,1,0,2.41,14.282,2.856,0.0,68.51,Good
960,West,0.6489,7616,11736.2,8,0.0304,4.69,1,0,5.09,10.504,1.313,0.0,60.25,Good
961,North West,0.2067,3924,18988.2,4,0.0249,12.07,0,0,1.07,10.194,0.0,0.0,65.09,Good
962,West,0.3023,5801,19189.9,4,0.0118,3.91,3,0,1.73,6.895,5.172,0.0,57.47,Good
963,Central,0.5205,4212,8091.8,3,0.0194,3.72,2,0,2.64,7.123,4.748,0.0,53.53,Good
964,South,0.5251,10895,20749.6,5,0.0279,5.31,5,0,3.46,4.589,4.589,0.0,50.0,Good
965,South,0.7809,9324,11940.8,6,0.0222,2.84,5,1,2.66,6.435,5.363,10.725,62.25,Good
966,Central,0.3102,4108,13243.0,3,0.0135,4.37,1,0,1.96,7.303,2.434,0.0,55.67,Good
967,East,0.5153,6462,12541.4,3,0.0071,1.37,1,0,1.21,4.643,1.548,0.0,36.38,Needs Improvement
968,North West,0.4713,2708,5745.7,3,0.0157,3.34,1,0,2.87,11.078,3.693,0.0,63.0,Good
969,South West,0.868,13750,15841.1,8,0.0392,4.52,2,1,5.24,5.818,1.455,7.273,56.19,Good
970,South,1.4833,10433,7033.8,12,0.0286,1.93,3,1,3.14,11.502,2.875,9.585,71.48,Excellent
971,New Delhi,1.7757,33130,18657.7,20,0.0979,5.51,12,1,14.03,6.037,3.622,3.018,66.04,Good
