id,@id,addr:block,addr:city,addr:city:ur,addr:country,addr:district,addr:floor,addr:full,addr:housename,addr:housenumber,addr:locality,addr:neighbourhood,addr:place,addr:postcode,addr:state,addr:street,addr:subdistrict,addr:suburb,alt_name,alt_name_1,amenity,baby_feeding,barrier,beds,branch,brand,brand:wikidata,building,building:colour,building:levels,check_date,contact:email,contact:nodal_officer_email,contact:nodal_officer_mobile,contact:phone,contact:website,description,designation,email,emergency,fax,gnis:feature_id,healthcare,healthcare:speciality,highway,image,internet_access,internet_access:fee,is_in,kids_area,landuse,level,loc_name,mobile,name,name:en,name:etymology:wikidata,name:hi,name:ur,network,nohousenumber,note,old_name,opening_hours,operator,operator:short,operator:type,operator:ur,operator:wikidata,phone,roof:shape,shop,short_name,source,start_date,type,url,website,wheelchair,wikidata,wikipedia,@geometry,geometry
node/7138534317,node/7138534317,,,,,South,,"Near Post Office, 100, Malviya Nagar, Khirki Extension, Malviya Nagar",,,,,,110017,Delhi,,,,,,hospital,,,,,,,,,,,,,,26689911,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Vardaan Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2149447 28.5372268)
node/7138534318,node/7138534318,,,,,New Delhi,,"Ring Road, Safdarjung Campus, Ansari Nagar East, Opposite Aiims Hospital",,,,,,110029,Delhi,,,,,,hospital,,,,,,,,,,,,,,1126165060,,Civil Hospital/General Hospital,,,,,,,,,,,,,,,,,,VMMC & SAFDARJANG HOSPITAL,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2067292 28.5686672)
node/7138534325,node/7138534325,,,,,South,,"Likhas Nursing Home,D-62, Hauz Khas, Delhi - 110016",,,,,,110016,Delhi,,,,,,hospital,,,,,,,,,,,,,,2659203,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Leekha Nursing Home,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2080381 28.5520278)
node/7138534327,node/7138534327,,,,,East,,"D 36, ACHARYA NIKETAN, Mayur Vihar Phase 1",,,,,,110091,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Kukreja Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2948507 28.6092197)
node/7138534328,node/7138534328,,,,,South,,"1/113, Desu Road, Near Dreamland School, Mehrauli, New Delhi",,,,,,110030,Delhi,,,,,,hospital,,,,,,,,,,2024-05-26,,,,011 2664 3304,,,,,,,,,,,,no,,,,,,,,Bhagwati Hospital,Bhagwati Hospital,,भगवती अस्पताल,,,,,,,,,private,,,,,,,OpenGovernmentData,,,,,yes,,,,POINT (77.1788654 28.5241613)
node/7138534337,node/7138534337,,,,,Central,,"H.No.7, Jawahar Nagar, Near Canara Bank",,,,,,110007,Delhi,,,,,,hospital,,,,,,,,,,,,,,1123853011,,M&CW Center,,,,,,,,,,,,,,,,,,Sparsh Mother & child care hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1945449 28.6801482)
node/7138534339,node/7138534339,,,,,South,,"B-33-34, Qutab Institutional Area, Katwaria Sarai",,,,,,110016,Delhi,,,,,,hospital,,,,,,,,,,,,,,47667100,,,,,,,,,,,,,,,,,,,,Medeor Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1810712 28.5374555)
node/7138534340,node/7138534340,,,,,Central,,"Sucheta Bhawan (Near ITO), Vishnu Digamber Marg, ITO,Vikram Nagar",,,,,,110002,Delhi,,,,,,hospital,,,,,,,,,,,,,,23235505,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,NGO Lok Kalyan Samiti,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2387009 28.629808)
node/7138534345,node/7138534345,,,,,Central,,"23/7, Inder Chandra Shastri Marg, Shakti Nagar",,,,,,110007,Delhi,,,,,,hospital,,,,,,,,,,,,,,011-23842300,,<100 Bedded Hospital,,,,,,hospital,,,,,,,,,,,,Parmarth Mission Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1979673 28.6810176)
node/7138534358,node/7138534358,,,,,Central,,"5, Rajpur Road, Civil Line, Near Tis Hazari",,,,,,110054,Delhi,,,,,,hospital,,,,,,,,,,,,,,23965532,,100-500 Bedded Hospital,,,,,,,,,,,,,,,,,,Aruna Asaf Ali Government Hospital,,Q467207,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2178501 28.6697661)
node/7138534363,node/7138534363,,,,,East,,"MAIN MARKET, KONDLI, Mayur Vihar Phase -iii",,,,,,110096,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Raj Rani Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.3233982 28.6138358)
node/7138534364,node/7138534364,,,,,Central,,"Opposite Ajmal Khan Park, East Park Road, Karol Bagh",,,,,,110005,Delhi,,,,,,hospital,,,,,,,,,,,,,,011-2362 2498,,Sub-District Hospital,,,,,,,,,,,,,,,,,,Dr. N. C. Joshi Memorial Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1994853 28.6529654)
node/7138534366,node/7138534366,,,,,East,,"209-A, Pocket-B, Mayur Vihar, Mayur Vihar Phase - II",,,,,,110091,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Malhotra Nursing Home,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.3039095 28.6197989)
node/7138534367,node/7138534367,,,,,Central,,"67/1, Dori Walan, Karol Bagh, Karolbagh, Near Rohtak Road",,,,,,110005,Delhi,,,,,,hospital,,,,,,,,,,,,,,23511474,,100-500 Bedded Hospital,,,,,,,,,,,,,,,,,,Shree Jeewan Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1943948 28.6579998)
node/7138534368,node/7138534368,,,,,Central,,"11-B, Ganga Ram Hospital Marg, Karol Bagh",,,,,,110060,Delhi,,,,,,hospital,,,,,,,,,,,,,,1125787655,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Mohan Eye Institute,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1906871 28.6431266)
node/7138534372,node/7138534372,,,,,Central,,"90, opposite Hindi Park, Daryaganj",,,,,,110002,Delhi,,,,,,hospital,,,,,,,,,,,,,,23280018,,<100 Bedded Hospital,,,,,,hospital,,,,,,,,,,,,Navjoyti Eye Centre,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2424612 28.6435226)
node/7138534373,node/7138534373,,,,,East,,"D-437, WEST VINOD NAGAR, I.P. Extention",,,,,,110092,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Mahesh Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.3023362 28.6264544)
node/7138534382,node/7138534382,,,,,North East,,"Shastri Park, Panduk Shila Marg, Shahdara",,,,,,110053,Delhi,,,,,,hospital,,,,,,,,,,,,,,22184453,,>500 Bedded Hospital,,,,,,,,,,,,,,,,,,jag pravesh chandra hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.262937 28.6764665)
node/7138534385,node/7138534385,,,,,South,,"Panchsheel Enclave, No. 7/5, Sarva Priya Vihar, New Delhi, Delhi 110016",,,,,,110016,Delhi,,,,,,hospital,,,,,,,,,,,,,,011 4727 2800,,<100 Bedded Hospital,,,,,,hospital,,,,,,,,,,,,Healing Touch Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2073754 28.5427709)
node/7138534387,node/7138534387,,,,,Central,,"30, Malka Ganj, Jawahar Nagar",,,,,,110007,Delhi,,,,,,hospital,,,,,,,,,,,,,,011-23854735,,<100 Bedded Hospital,,,,,,hospital,,,,,,,,,,,,Gouri Hospital Ltd,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.20819 28.6796305)
node/7138534388,node/7138534388,,,,,East,,"B 1297-98 GHAROLI DAIRY COLONY, Mayur Vihar Phase -iii",,,,,,110096,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Malik Nursing Home,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.3343703 28.6094473)
node/7138534389,node/7138534389,,,,,Central,,"13-D, Kamla Nagar, Nehru Marg",,,,,,110007,Delhi,,,,,,hospital,,,,,,,,,,,,,,011-23843234,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Sanjivini Nursing Home,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2007198 28.6814911)
node/7138534392,node/7138534392,,,,,Central,,"B-112, Sardar Thana Rd, Daya Basti, Motia Khan",,,,,,110035,Delhi,,,,,,hospital,,,,,,,,,,,,,,011-23651395,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Sharma Medical Center,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.209831 28.6494565)
node/7138534395,node/7138534395,,,,,South,,"15/199, Geetanjali Marg, Block E, Malviya Nagar, New Delhi",,,,,,110017,Delhi,,,,,,hospital,,,,,,,,,,,,,,1126680247,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Sunil Hospital and Nursing Home,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2091623 28.5358718)
node/7138534401,node/7138534401,,,,,North East,,"MCD Mty Home, B-2 Block, Yamuna Vihar, Near Petrol Pump",,,,,,110053,Delhi,,,,,,hospital,,,,,,,,,,,,,,22914478,,Maternity Home,,,,,,centre,,,,,,,,,,,,Mohan Nursing Home & Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.267766 28.702744)
node/7138534407,node/7138534407,,,,,South,,"11/137,138, Malviya Nagar, New Delhi",,,,,,110017,Delhi,,,,,,hospital,,,,,,,,,,,,,,2668 3681,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Vibhu Nursing Home,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2083916 28.5347579)
node/7138534411,node/7138534411,,,,,South,,"Satyam Medical Centre, 115/1, Katwaria Sarai, New Delhi",,,,,,110016,Delhi,,,,,,hospital,,,,,,,,,,,,,,1141688372,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Satyam Medical Centre,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1864475 28.5412998)
node/7138534416,node/7138534416,,,,,Central,,"2, RBI, Isher Das Sawhney Marg Rajpur Road, Civil Line",,,,,,110054,Delhi,,,,,,hospital,,,,,,,,,,,,,,1123972487,,100-500 Bedded Hospital,,,,,,,,,,,,,,,,,,Tirath Ram Shah Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2162565 28.6708223)
node/7138534434,node/7138534434,,,,,East,,"D-134, KONDALI, near kondli bridge, Mayur Vihar Phase -iii",,,,,,110096,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Sankhwar Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.3237989 28.6151295)
node/7138534435,node/7138534435,,,,,Central,,"92-B, opposite Commercial School, Bharat Ram Rd, Daryaganj",,,,,,110002,Delhi,,,,,,hospital,,,,,,,,,,,,,,1123270775,,<100 Bedded Hospital,,,,,,hospital,,,,,,,,,,,,Neera Eye Centre,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2427645 28.6424432)
node/7138534440,node/7138534440,,,,,Central,,"6550, Main Qutab Road, Nabi Karim Paharganj, Paharganj",,,,,,110017,Delhi,,,,,,hospital,,,,,,,,,,,,,,1123510770,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Mahavir International Eye Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2157522 28.6598583)
node/7138534441,node/7138534441,,,,,Central,,"219-220, N.K. Surana Marg, Gulabi Bagh",,,,,,110007,Delhi,,,,,,hospital,,,,,,,,,,,,,,011-23640951,,100-500 Bedded Hospital,,,,,,,,,,,,,,,,,,Nazar Kanwar Surana Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1907591 28.6752381)
node/7138632121,node/7138632121,,,,,North West,,"E-505, 565, Shakurpur Delhi",,,,,,110034,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Savitri Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1471281 28.686033)
node/7138632123,node/7138632123,,,,,North,,"Ayurvedic Hospital Complex, Haiderpur",,,,,,110088,Delhi,,,,,,hospital,,,,,,,,,,,,,,27492760,,MH Center,,,,,,,,,,,,,,,,,,MH Haiderpur,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1515703 28.7235001)
node/7138632124,node/7138632124,,,,,North West,,"12, Chanderlok, Pitampura",,,,,,110034,Delhi,,,,,,hospital,,,,,,,,,,,,,,27352931,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Kuber Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1357109 28.6900528)
node/7138632125,node/7138632125,,,,,North,,"A-6/6, Sec-16, Rohini",,,,,,110085,Delhi,,,,,,hospital,,,,,,,,,,,,,,27852066,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Children & Maternity Centre,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1261114 28.7334154)
node/7138632128,node/7138632128,,,,,North West,,"B Twin Tower, Near NTower, Wazirpur District Centre, Pitampura, New Delhi",,,,,,110034,Delhi,,,,,,hospital,,,,,,,,,,,,,,4735 1844,,District Hospital,,,,,,,,,,,,,,,,,,"Max Multi Speciality Centre, Pitampura",,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1517793 28.6931702)
node/7138632131,node/7138632131,,,,,North West,,"Pragati Market, Ashok Vihar II",,,,,,110052,Delhi,,,,,,hospital,,,,,,,,,,,,,,27220564,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Dr BD Attam Hospital and Medical Research Centre,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1734959 28.6960546)
node/7138632132,node/7138632132,,,,,South East,,"S - 549, Kalkaji, Greater Kailash - II",,,,,,110048,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Fortis Bloom,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2437938 28.5287785)
node/7138632133,node/7138632133,,,,,Shahdara,,"25, raj block, West Rhotas Nagar, Shahdara",,,,,,110032,Delhi,,,,,,hospital,,,,,,,,,,,,,,22322218,,<100 Bedded Hospital,,,,,,hospital,,,,,,,,,,,,Gupta Nursing Home,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2876085 28.6759254)
node/7138632136,node/7138632136,,,,,North East,,"790, Indira Chowk, Shahdara, Jafrabad, Shahdara",,,,,,110053,Delhi,,,,,,hospital,,,,,,,,,,,,,,2219 8308,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Kamaal Nursing Home,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2718597 28.6798998)
node/7138632137,node/7138632137,KD,,,,North West,,"KD-Block, Muni Maya Ram Marg, Pitampura",,,,,,110034,Delhi,,,Pitampura,,,hospital,,,,,,,,,,,,,,27317401,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Muni Maya Ram Jain Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.141187 28.700019)
node/7138632142,node/7138632142,,,,,Shahdara,,"F189, NS Road, Block F, Dilshad Colony",,,,,,110095,Delhi,,,,,,hospital,,,,,,,,,,,,,,22354050,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,jp memorial,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.3296536 28.6845119)
node/7138632143,node/7138632143,,,,,North West,,"L-p-12-a, B, Maya Enclave, Pitampura",,,,,,110034,Delhi,,,,,,hospital,,,,,,,,,,,,,,27323960,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Medha Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1449278 28.7045697)
node/7138632145,node/7138632145,,,,,Shahdara,,"No. 86A, jagat puri, 100 feet road, nathu colony chowk",,,,,,110093,Delhi,,,,,,hospital,,,,,,,,,,,,,,22584220,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Sai Charitable Dispensary & Nursing Home,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.3003113 28.6893425)
node/7138632146,node/7138632146,,Delhi,,,North,,"Sector-14 Extn., Rohini Madhuban Chowk",,,,,,110085,Delhi,Nr Madhuban Chowk,,,,,hospital,,,,,,,,,,,,,,27903333,,"011 4944 4444
http://www.sarojhospital.com/",,,yes,,,hospital,general,,,,,,,,,,,Saroj Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1290461 28.7061564)
node/7138632150,node/7138632150,,,,,North West,,"Brahmaputra Marg, Pocket 15, Sector 7D, Rohini",,,,,,110085,Delhi,,,,,,hospital,,,,,,,,,,,,,,27044007,,,,,,,,hospital,,,,,,,,,,,,MCD Maternity Government Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1176777 28.7113776)
node/7138632152,node/7138632152,,,,,North West,,"BE-1, Shalimar Bagh",,,,,,110088,Delhi,,,,,,hospital,,,,,,,,,,,,,,27488756,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Arora Nursing Home,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1528872 28.7141757)
node/7138632155,node/7138632155,,,,,North West,,"R-226/227, Mangolpuri, Mangolpuri",,,,,,110083,Delhi,,,,,,hospital,,,,,,,,,,,,,,27916689,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Jiwan Charitable Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.0858096 28.6897352)
node/7138632156,node/7138632156,,,,,North West,,"Karala Village, Karala",,,,,,110081,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karala Government Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.037425 28.7321173)
node/7138632162,node/7138632162,,,,,Shahdara,,"West Kanti Nagar, Seelampur, Shahdara",,,,,,110031,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,Sub-District Hospital,,,,,,,,,,,,,,,,,,Government Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.277492 28.668361)
node/7138632164,node/7138632164,,,,,South East,,"T-43, Okhla Industrial Area Phase I, Main Road , Tekhand , okhla phase I",,,,,,110020,Delhi,,,,,,hospital,,,,,,,,,,,,,,011-26811400,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Jeevan Jyoti Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2855634 28.5223738)
node/7138632165,node/7138632165,,,,,Shahdara,,"Railway road, Shahdara",,,,,,110032,Delhi,,,,,,hospital,,,,,,,,,,,,,,22597918,,,,,,,,,,,,,,,,,,,,Chandiwala Hospital Shahdara,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2904545 28.6750114)
node/7138632166,node/7138632166,,,,,North West,,"A-95, Ashok Vihar Delhi",,,,,,110052,Delhi,,,,,,hospital,,,,,,,,,,,,,,27210012,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Upchar Nursing Home,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1772633 28.6975051)
node/7138632167,node/7138632167,,,,,South East,,"m-139, GK-II",,,,,,110048,Delhi,,,,,,hospital,,,,,,,,,,,,,,1143794200,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Talwar Medical Centre,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2441716 28.5363921)
node/7138632176,node/7138632176,,,,,South East,,"E-11, Defence Colony, South Extension Part-1",,,,,,110049,Delhi,,,,,,hospital,,,,,,,,,,,,,,011 2469 0655,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Manav Medicare Centre,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2199599 28.5706874)
node/7138632178,node/7138632178,,,,,North West,,"Block AH, Shalimar Bagh, New Delhi, Delhi 110088",,,,,,110088,Delhi,,,,,,hospital,,,,,,,,,,,,,,27472002,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Kesar Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1644781 28.7059502)
node/7138632180,node/7138632180,,,,,Shahdara,,"Sunder Nagri, Dilshad Garden",,,,,,110093,Delhi,,,,,,hospital,,,,,,,,,,,,,,23956123,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,st. stephen hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.3171197 28.6939954)
node/7138632182,node/7138632182,,,,,North West,,"3675/11, Street No.11, Jai Mata Market, Trinagar",,,,,,110035,Delhi,,,,,,hospital,,,,,,,,,,,,,,27392112,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Garg Nursing Home,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.157259 28.6790286)
node/7138632183,node/7138632183,,,,,North West,,"D-5 & 6, Prashant Vihar",,,,,,110085,Delhi,,,,,,hospital,,,105,,,,,,,,,,,+91 11 2756 1024,,100-200 Bedded Hospital,,info@santomhospital.in,,,,hospital,,,,,,,,,,,,Santom Hospital,,,,,,,,,24/7,,,,,,,,,,OpenGovernmentData,1990,,,https://santomhospital.in/,,,,,POINT (77.1383483 28.7140205)
node/7138632184,node/7138632184,,,,,North West,,"Sant Nagar Road, Shakurbasti, Near Ndpl Office",,,,,,110034,Delhi,,,,,,hospital,,,,,,,,,,,,,,27022763,,,,,,,,,,,,,,,,,,,,"Manna Clinic & Maternity Home, Rani Bagh",,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1315855 28.6857157)
node/7138632185,node/7138632185,,Delhi,,,North,,"C-1/17, Prashant Vihar",,,,,,110085,Delhi,"Kalratri Mata Road, Prashant Vihar, Rohini Sec 14",,,,,hospital,,,,,,,,,,,,,,27564555,,Nursing Home,,,,,,hospital,general,,,,,,,,,,,Prashant Nursing Home,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1326764 28.7148991)
node/7138632189,node/7138632189,,,,,North,,"G-1/63, Sec-15 Rohini",,,,,,110085,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Sai Drishti Maternity Centre,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1251957 28.7313713)
node/7138632194,node/7138632194,,,,,Shahdara,,"Road Number 71, Block D, Surajmal Vihar, Jhilmil Colony",,,,,,110092,Delhi,,,,,,hospital,,,,,,,,,,,,,,22151329,,100-500 Bedded Hospital,,,,,,,,,,,,,,,,,,IG ESI Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.3111297 28.6665856)
node/7138632196,node/7138632196,,,,,South East,,"Guru Ravidas Marg, Sarita Vihar, Hamdard Nagar",,,,,,110062,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Hakeem Abdul Hameed Centenary Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2519382 28.5149753)
node/7138632199,node/7138632199,,,,,South East,,"1402E/13,Near Govindpuri police station, Govindpuri",,,,,,110019,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Vallabh Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2659687 28.5323573)
node/7138632200,node/7138632200,,,,,Shahdara,,"New Seema Puri,Aradhak Marg, Chikamberpur Village, Seemapuri, near metro station",,,,,,110095,Delhi,,,,,,hospital,,,,,,,,,,,,,,22118752,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Red Cross Hospital Society Mat. Welfare and Child Care Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.3225828 28.678117)
node/7138632202,node/7138632202,,,,,South East,,"E60-62, Block E, Hansraj Gupta Rd, GK I",,,,,,110048,Delhi,,,,,,hospital,,,,,,,,,,,,,,011 4686 3800,,,,,,,,,,,,,,,,,,,,Phoenix Hopsital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2440346 28.5500671)
node/7138632203,node/7138632203,,,,,North West,,"JP-6, Maurya Enclave Pitam Pura",,,,,,110034,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Rashmi Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1473691 28.7025469)
node/7138632208,node/7138632208,,New Delhi,,,North,,"Sector-14 Extension, Near Madhuban Chowk, Rohini",,,,Sector 14,,110085,Delhi,Bhagwan Mahavir Marg,,Rohini,,,hospital,,,,,,,,,,,,,,+91-11-2755-0441;+91-11-4993-4042,,<100 Bedded Hospital,,,,,,,general,,,,,,,,,,,Bhagwan Mahavir Super Speciality Hospital,,,,,,,,,,Charitable trust,,private,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1294721 28.7057477)
node/7138632210,node/7138632210,,,,,North West,,"BP-59, Shalimar Bagh",,,,,,110088,Delhi,,,,,,hospital,,,,,,,,,,,,,,27476609,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Jhamb Maternity and Medical Centre,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1540084 28.7090339)
node/7138632216,node/7138632216,,,,,Central,,"C-3/7-A, Rana Pratap Bagh",,,,,,110007,Delhi,,,,,,hospital,,,,,,,,,,,,,,27450440,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Capital Eye Centre,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1928254 28.6874142)
node/7138632217,node/7138632217,,,,,North,,"CS/OCF-6, Near Printer Apartment, Rohini, Sector-13, Rohini",,,,,,110085,Delhi,,,,,,hospital,,,,,,,,,,2024-07-30,,,,27868935,,<100 Bedded Hospital,,,,,,hospital,,,,,,,,,,,,Bhagwati Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1295373 28.7191521)
