id,@id,MCD ZONE,School ID,UDISE Code,UNIT_TYPE,Zone,addr:block,addr:block_number,addr:city,addr:city:ur,addr:country,addr:county,addr:district,addr:full,addr:hamlet,addr:housename,addr:housenumber,addr:neighbourhood,addr:place,addr:postcode,addr:state,addr:street,addr:subdistrict,addr:suburb,alt_name,amenity,barrier,branch,brand,brand:wikidata,building,building:colour,building:levels,check_date,contact:email,contact:instagram,contact:mobile,contact:phone,contact:website,country,created_by,denomination,description,designation,district,ele,email,fax,fee,female,fixme,full_name,gnis:feature_id,grades,image,internet_access,is_in,isced:level,landuse,layer,level,loc_name,min_age,mobile,name,name:en,name:etymology:wikidata,name:hi,name:ru,name:ur,nohousenumber,not:brand:wikidata,note,office,opening_hours,operator,operator:type,operator:wikidata,phone,phone_1,polling_station,ref,religion,roof:shape,school:gender,shift,shop,short_name,source,start_date,survey:date,tourism,type,wall,website,wheelchair,wikidata,@relations,wikimedia_commons,wikipedia,@geometry,geometry
way/1418574187,way/1418574187,,,,,,,,,,IN,,,,,Bal Bharti School,,,,110060,DL,Sir Ganga Ram Hospital Marg,,,,school,,,,,,,,,lvsehgal@balbharati.org,,+91 11 2578 6897;+91 11 2578 2419,,https://bbpsgr.balbharati.org,,,,,,,,,,,,,,,,,,,0;1;2;3,,,,,3,,Bal Bharti Public School,,,,,,yes,,,,Mo-Fr 07:30-14:00,Child Education Society,private,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.190404 28.6399812)
way/1421151480,way/1421151480,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S.T. Giri School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2909681 28.5337395)
way/1422443922,way/1422443922,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2878157 28.6121137)
way/1424773290,way/1424773290,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government Boys Girls Senior Secondary School,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2768472 28.5444437)
way/1425219684,way/1425219684,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1793321 28.5223183)
node/1643999814,node/1643999814,,,,,,,,New Delhi,,,,,,,,"Sector 3, Phase 1",,,110078,,Dwarka,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delhi Public School, Dwarka",,,,,,,,,,,"Sector 3, Phase-I, Dwarka, New Delhi, Delhi 110078",,,+91-25074472-75,,,,,,,,,,,,,,,,https://www.dpsdwarka.com/,,,,,,,POINT (77.0479506 28.6059739)
node/1764307594,node/1764307594,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy Cross School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q15224665,"[ { ""role"": """", ""rel"": 2704295, ""reltags"": { ""amenity"": ""school"", ""name"": ""Holy Cross School"", ""type"": ""site"" } } ]",,,,POINT (76.9811687 28.6147687)
node/1772537472,node/1772537472,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (76.9837474 28.6182087)
node/1777019272,node/1777019272,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krishna Model School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (76.985117 28.6060798)
node/1810006797,node/1810006797,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mitraon Govt School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (76.9396906 28.6067575)
node/1810981109,node/1810981109,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ujwa Govt School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (76.9036618 28.5704851)
node/1810984760,node/1810984760,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Govt Primary School Malik Pur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (76.8999464 28.551102)
node/1811065365,node/1811065365,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Govt Primary School DaryaPur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (76.9075424 28.552763)
node/1813898671,node/1813898671,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Govt Senior Secondary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (76.9317444 28.6024715)
node/1827531816,node/1827531816,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kendriya Vidhyalya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1578285 28.6826588)
node/1849498487,node/1849498487,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Ideal Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2921488 28.5467878)
node/1854130790,node/1854130790,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of social sciences1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1670999 28.5402759)
node/1855407953,node/1855407953,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jai Bharti Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2925361 28.5464998)
node/1855425194,node/1855425194,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disha Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2929511 28.5480622)
node/1855425196,node/1855425196,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jasola Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2930513 28.5483522)
node/1855425197,node/1855425197,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCD Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2940566 28.5482349)
node/2019345544,node/2019345544,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bharat Vasisht Vidya Mandir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1285742 28.4717157)
node/2384623590,node/2384623590,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cambridge Primary School,,,,,,,,,,,,,,,,,,,,,,,,local knowledge,,,,,,,,,,,,,POINT (77.2746488 28.5662292)
node/2408446930,node/2408446930,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delhi International School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.0578228 28.5642198)
node/2408447122,node/2408447122,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paramount International School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.0574223 28.5637249)
node/2408447131,node/2408447131,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Basava International School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.055416 28.5648745)
node/2408447150,node/2408447150,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Indian Heights School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q16901497,,,,,POINT (77.0527569 28.5618483)
node/2408447819,node/2408447819,,,,,,,,"Dwarka, New Delhi",,,,South West Delhi,,,,,,,110077,,Sector 22,,,,school,,,,,,,,,,,,,,,,,,,,,info.dw@mountcarmeldelhi.com,,,,,,,4-12,,,,,,,,,,,Mount Carmel,Mount Carmel School,,,,,,,,,,Mount Carmel School Society,,,91-11-28052001,,,,christian,,,,,,website,1997,,,,,https://www.mountcarmeldelhi.com/newwebsite/school/mcs_dwk,,,,,,,POINT (77.0586025 28.560653)
node/2440643098,node/2440643098,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guru Nanak Public School,,Q83322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1326211 28.6699013)
node/2440648765,node/2440648765,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S M Arya Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1337166 28.6721011)
node/2443178755,node/2443178755,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1393322 28.6677379)
node/2445809013,node/2445809013,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vishal Bharti Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1002235 28.6776074)
node/2445867146,node/2445867146,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Nirankari Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1072725 28.676031)
node/2445867811,node/2445867811,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajkiya Pratibha Vikas Vidyalaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1066654 28.6757409)
node/2445868970,node/2445868970,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarvodaya Vidyalaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1058706 28.6750003)
node/2445913262,node/2445913262,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government Higher Secondary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1271291 28.6739957)
node/2445937588,node/2445937588,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarvodaya Co-Educational School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1497669 28.6692325)
node/2445989850,node/2445989850,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government Senior Secondary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1658655 28.6535437)
node/2445989851,node/2445989851,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarvodaya Kanya Vidyalaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1655973 28.652348)
node/2445991452,node/2445991452,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Govt. Boys HB School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1660801 28.6541792)
node/2445992231,node/2445992231,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAV School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1680059 28.6471225)
node/2446000268,node/2446000268,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vidya Bhawan Senior Secondary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1763691 28.6387283)
node/2446002922,node/2446002922,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sindhi Higher Secondary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1778604 28.6357621)
node/2446006348,node/2446006348,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manav Sthali School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1782466 28.6352772)
node/2446006877,node/2446006877,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andh Kanya Vidyalaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1803119 28.6368309)
node/2446009092,node/2446009092,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DI Khan Bharati Sabha Higher Secondary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1795502 28.6307618)
node/2446009093,node/2446009093,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bapu Adarsh Vidyalaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1804675 28.6306394)
node/2446010483,node/2446010483,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swami Dayanand Govt. Sarvodaya Vidyalaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1856155 28.6397954)
node/2446010582,node/2446010582,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD Salwan Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1858677 28.6403133)
node/2801370105,node/2801370105,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don Bosco School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2473321 28.5285072)
node/2833952245,node/2833952245,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M B Boys School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2002755 28.6350118)
node/2922268001,node/2922268001,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarvodaya Kanya Senior Secondary School,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,POINT (77.1560501 28.6896388)
node/3008663907,node/3008663907,,,,,,,,"Hira Colony, Siraspur, Delhi",,,,,,,,,,,110042,,"HPR School Main Road, Hira Colony, Siraspur, Delhi",,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIRA YOGA TRAINING KENDER,,,,,,,,,educational_institution,8:00-2:00,,,,+91-9350744966,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1344924 28.7551761)
node/3488315228,node/3488315228,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1114558 28.6927134)
node/3626040478,node/3626040478,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sahoday Senior Secondary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2002206 28.5526424)
node/4047437964,node/4047437964,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delhi Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1479893 28.5386253)
node/4154838092,node/4154838092,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Little Ones Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2035198 28.519551)
node/4180327825,node/4180327825,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deepak vaiyas home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1133697 28.625488)
node/4213529489,node/4213529489,,,,,,,,Bijwasan,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swiss Cottage school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.0502838 28.5157955)
node/4220719494,node/4220719494,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2175752 28.5692131)
node/4237012389,node/4237012389,,,,,,,,,,,,,,,,,,,110009,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Govt. School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2164605 28.714491)
node/4269361827,node/4269361827,,,,,,,,,,,,,,,,,,,,,"Pushpanjali Enclave, Pitampura",,,,school,,,,,,,,,,,,,,,,,CBSE Affiliated Senior Secondary School.,,,,davpushpanjali@yahoo.com,,,,,,,,,,,,,,,,,,DAV Public School Pushpanjali,,,,,,,,,,Mo-Sa 07:00-03:00,,,,011-27010377,,,,,,,,,,,,,,,,https://www.davpushpanjali.com/,,,,,,,POINT (77.1081266 28.6939915)
node/4330917590,node/4330917590,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1370459 28.697473)
node/4338782489,node/4338782489,,,,,,,,,,,,,,,,"74,75",,,110039,,j j colony h block,,,,school,,,,,,,,,,,,,,,,,,,,,rhlgtm5@gmail.com,,,,,,,,,,,,,,,,,,Evolution dance school,evolution dance academy,,,,,,,,,Mo-Sa,Rahul Gautam,,,8447441469,,,,,,,,,,,,,,,,,,,,,,,POINT (77.0512991 28.8032691)
node/4367444089,node/4367444089,,,,,,,,,,,,,,,,,,,110072,,Najafgarh Bahadurgarh Road,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dev Public School.,Dev Public School.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (76.9685752 28.6304673)
node/4415894189,node/4415894189,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S.D. Public,S.D. Public,,S.D. Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.169391 28.6473887)
node/4435563990,node/4435563990,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FORE School of Management,FORE School of Management,,FORE School of Management,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fsm.ac.in/,,,,,,,POINT (77.1849245 28.5370038)
node/4453247191,node/4453247191,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modern school,Modern school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.0542962 28.5788563)
node/4453248791,node/4453248791,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venkateshwara international school,Venkateshwara international school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.0389764 28.5889898)
node/4453301889,node/4453301889,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,2025-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adarsh World School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.0435682 28.5943755)
node/4462856989,node/4462856989,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (76.9537195 28.6331399)
node/4483893393,node/4483893393,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Prayag school,St. Prayag school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1168424 28.6918581)
node/4511556292,node/4511556292,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mount abu junior branch school,Mount abu junior branch school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1023916 28.7117973)
node/4639190772,node/4639190772,,,,,,,,New Delhi,,,,,,,,Ac-Block,,,110088,,Bhagwan Mahavir Marg,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kendrya Vidyalya,,,,,,,,,,,Delhi Government,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1699743 28.7051428)
node/4729010299,node/4729010299,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,المدرسة العراقية,Iraqi School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2049515 28.556265)
node/4749996424,node/4749996424,,,,,,,,,,,,,,,,,,,110032,,Idgah Road,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prakash Punj Vidya Sadan,Prakash Punj Vidya Sadan,,प्रकाश पुंज विद्या सदन,,,,,,,Mo-Sa 08:00-13:00,,,,,,,,,,,,cosmetics,,,,,,,,,,,,,,,POINT (77.2840423 28.6701353)
node/4778391814,node/4778391814,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government SChool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.0591164 28.5611545)
node/4815527622,node/4815527622,,,,,,,,,,,,,,,,,,,110021,,F Mohan Senapati Marg,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N.P. Co Education Senior Secondary School,,,,,,,,,Mo-Sa 09:00-15:15,NDMC,,,011 2688 1737,,,,,,,,,,,,,,,,,,,,,,,POINT (77.175441 28.5841578)
node/4934333224,node/4934333224,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government school,Government Boys Senior Secondary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.126039 28.7369367)
node/4936063387,node/4936063387,,,,,,,,,,,,,,,,,,,,,Road Number 73,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC Jindal Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.124514 28.6628679)
node/5023155725,node/5023155725,,,,,,,,,,,,,,,,,,,110071,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.0005244 28.5654935)
node/5099590622,node/5099590622,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaganath intl mngt school,Jaganath intl mngt school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2563459 28.5470179)
node/5122054863,node/5122054863,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scottish Early Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.3007936 28.6489732)
node/5122593540,node/5122593540,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soami Nagar Model School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2254741 28.5440473)
node/5122593542,node/5122593542,,,,,,,,New Delhi,,,,,,,,,,,110017,,"D Block, Panchsheel Enclave",,,,school,,,,,,,,,,,,,,,,,,,,,,+91-011-4174-9202,,,,,,,,,,,,,,,,,The Pinnacle School,,,,,,,,,,,,,,+91-011-2649-0952,+91-011-2649-8609,,,,,,,,,,,,,,,,,,,,,,POINT (77.2279586 28.5448773)
node/5128503989,node/5128503989,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soami Nagar Pre-Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2257564 28.543396)
node/5223511422,node/5223511422,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahlcon International School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2881353 28.6120628)
node/5227835168,node/5227835168,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahlcon Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4695179,,,en:Ahlcon Public School,,POINT (77.291341 28.607846)
